序号,日期,标题,url,解读评论,媒体名称,分类,调性分,质量分,正负面,导入时间,发布时间,曝光,点击,CTR,位置
109,4.30.,获母集团5000万元投资，中金智汇从客服质检切入企业数据应用,http://view.inews.qq.com/a/20180430A0DX2300,,36氪,科技,中,3,中,2018/4/30 10:05,2018/4/30 9:52,--,--,--,科技频道-精品池
110,4.30.,BAT均已布局区块链，探寻区块链生态和医疗区块链的盈利前景,http://view.inews.qq.com/a/20180430A09MQS00,,动脉vcbeat,科技,中,3,中,2018/4/30 10:04,2018/4/30 8:07,--,--,--,科技频道-精品池
111,4.30.,这家美国巨头发明洗衣机：干不过美的格力，还要把子公司卖日本人,http://view.inews.qq.com/a/20180430A08UVU00,,每日经济新闻,科技,中,3,中,2018/4/30 7:41,2018/4/30 7:41,--,--,--,"广东地方站-精品池,股票频道-精品池,Top频道-精品池,科技频道-精品池,财经频道-精品池"
112,4.30.,“手机失联焦虑症候群”全景研究,http://view.inews.qq.com/a/20180430A0C5EH00,,全媒派,社会,高,3,中,2018/4/30 9:27,2018/4/30 9:09,--,--,--,"传媒频道-精品池,科技频道-精品池,Top频道-精品池"
113,4.30.,小猪佩奇被抖音封杀，这只网红猪是怎么成为“社会一姐”的？,http://view.inews.qq.com/a/20180430A0BGTZ00,1,娱乐资本论,其他,高,3,中,2018/4/30 9:01,2018/4/30 8:57,--,--,--,"娱乐频道-精品池,科技频道-精品池,长沙地方站-精品池,Top频道-精品池"
114,4.30.,“新三板+H”落地，开心麻花等影视公司IPO之路有转机？,http://view.inews.qq.com/a/20180430A0BHPS00,1,娱乐资本论,财经,中,3,中,2018/4/30 9:02,2018/4/30 8:58,--,--,--,"娱乐频道-精品池,股票频道-精品池,科技频道-精品池,财经频道-精品池"
115,4.30.,焦虑的互联网和被误读的知乎,http://view.inews.qq.com/a/20180430A0BFS000,,娱乐资本论,科技,中,3,中,2018/4/30 9:48,2018/4/30 8:57,--,--,--,科技频道-精品池
116,4.30.,猫眼惨遭退票38万张心痛发声！电影《后来的我们》这么会玩？,http://view.inews.qq.com/a/20180430A0C54D00,,TechWeb,娱乐,中,3,中,2018/4/30 9:37,2018/4/30 9:09,--,--,--,"财经频道-精品池,科技频道-精品池"
117,4.30.,我发贴子吐槽老板，他看到后还点了个赞,http://view.inews.qq.com/a/20180430A0DB2K00,,腾讯创业,社会,高,3,中,2018/4/30 9:39,2018/4/30 9:37,--,--,--,科技频道-精品池
118,4.30.,是否批准美国电信老三老四合并 将成特朗普大难题,http://view.inews.qq.com/a/TEC2018043000677400,,腾讯科技,科技,高,3,中,2018/4/30 9:27,2018/4/30 9:03,--,--,--,"科技频道-精品池,Top频道-精品池"
119,4.30.,知名投资人态度大转变：科技股的基本面依然强劲,http://view.inews.qq.com/a/TEC2018043000674500,,腾讯科技,财经,高,3,中,2018/4/30 9:27,2018/4/30 9:02,--,--,--,"科技频道-精品池,Top频道-精品池"
120,4.30.,电音总动员：抢夺中国两亿消费者,http://view.inews.qq.com/a/20180430A00SBK00,,三声,娱乐,中,3,中,2018/4/30 2:19,2018/4/30 0:10,--,--,--,"电影频道-流量池,科技频道-精品池,传媒频道-精品池"
121,4.30.,iPhone打电话声音太小听不清？这样设置解决问题,http://view.inews.qq.com/a/20180428V0YXX100,,,其他,中,3,中,2018/4/30 8:09,2018/4/28 15:49,--,--,--,"福州地方站-精品池,上海地方站-精品池,郴州地方站-精品池,泉州地方站-精品池,科技频道-精品池,南平地方站-精品池"
122,4.30.,微信总是占满手机内存？这个工具轻松帮你解决问题,http://view.inews.qq.com/a/20180428V1CGO000,,,其他,中,3,中,2018/4/30 8:10,2018/4/30 8:02,--,--,--,"上海地方站-精品池,科技频道-精品池,南平地方站-精品池"
123,4.30.,蔡文胜斥资1.68亿港币增持，美图为何还是跌破发行价？,http://view.inews.qq.com/a/20180430A0A02800,,钛媒体APP,财经,高,3,中,2018/4/30 8:14,2018/4/30 8:11,--,--,--,"财经频道-精品池,股票频道-精品池,科技频道-精品池,Top频道-精品池"
124,4.30.,都在讲内容生态，“循环能力”成为最大的考点,http://view.inews.qq.com/a/20180430A0AEVF00,,亿欧网,科技,高,3,中,2018/4/30 8:56,2018/4/30 8:25,--,--,--,"科技频道-精品池,Top频道-精品池"
125,4.30.,《后来的我们》陷退票疑云，票务平台垄断亟待规制,http://view.inews.qq.com/a/20180430A0B02A00,,钛媒体APP,娱乐,高,3,中,2018/4/30 8:55,2018/4/30 8:43,--,--,--,"科技频道-精品池,Top频道-精品池"
126,4.30.,1分钱擦地机、200元iPhone手机 价格乌龙该谁买单？,http://view.inews.qq.com/a/20180429A1BUWY00,,科技知了,科技,中,3,中,2018/4/30 7:32,2018/4/29 21:17,--,--,--,"数码频道-精品池,科技频道-精品池"
127,4.30.,5月发布！小米手环3外观、功能大曝光：配触控屏、支持NFC,http://view.inews.qq.com/a/20180430A0AXXZ00,,驱动之家,数码,中,3,中,2018/4/30 8:55,2018/4/30 8:41,--,--,--,科技频道-精品池
128,4.30.,若华为推出自研手机操作系统会有什么样的结果？,http://view.inews.qq.com/a/20180429A1IBX200,1,科技有意思,数码,中,3,中,2018/4/30 8:55,2018/4/30 8:17,--,--,--,科技频道-精品池
129,4.30.,神速 小米MIX 2S安卓9.0预览版流出,http://view.inews.qq.com/a/20180429A1HLAZ00,,驱动之家,数码,中,3,中,2018/4/30 7:52,2018/4/29 23:31,--,--,--,"科技频道-精品池,数码频道-精品池"
130,4.30.,三星S9遭1200磅磁铁撞击  重创之后仍可运行,http://view.inews.qq.com/a/20180430A09BXL00,,科技知了,数码,中,3,中,2018/4/30 8:38,2018/4/30 8:01,--,--,--,"数码频道-精品池,科技频道-精品池"
131,4.30.,共享单车后记：无人问津的百亿押金去哪了？,http://view.inews.qq.com/a/20180429B18ZQZ00,,投资家,科技,中,3,中,2018/4/30 8:30,2018/4/29 20:24,--,--,--,"科技频道-精品池,科技频道-热点池"
132,4.30.,不买iPhoneX的五大理由了解一下 第四个最奇葩,http://view.inews.qq.com/a/20180429A0H30S00,,3C毒物,数码,中,3,中,2018/4/30 7:32,2018/4/30 7:00,--,--,--,"数码频道-精品池,科技频道-精品池"
133,4.30.,良品率堪忧！英特尔10nm工艺跳票至2019年,http://view.inews.qq.com/a/20180430A06Y4F00,,中关村在线,数码,中,3,中,2018/4/30 8:39,2018/4/30 6:30,--,--,--,科技频道-精品池
134,4.30.,罗永浩说坚果R1能灭了iOS和Windows，你信吗？,http://view.inews.qq.com/a/20180430A08WA500,,数码巴哥菌,科技,中,3,中,2018/4/30 7:42,2018/4/30 7:40,--,--,--,"科技频道-精品池,数码频道-精品池"
135,4.30.,苹果AR头盔曝光：8K分辨率屏幕加持,http://view.inews.qq.com/a/20180430A05VFA00,,中关村在线,科技,中,3,中,2018/4/30 8:38,2018/4/30 5:42,--,--,--,科技频道-精品池
136,4.30.,“八仙过海”捞金中国汽车市场 欧洲各国车企错位发展,http://view.inews.qq.com/a/20180430A077WQ00,,中新经纬,汽车,中,3,中,2018/4/30 7:23,2018/4/30 6:41,--,--,--,"财经频道-精品池,Top频道-精品池,科技频道-精品池"
137,4.30.,雷军：既然小米做不了中国第一，做个印度第一也不错,http://view.inews.qq.com/a/20180429V1HCUR00,,,其他,中,3,中,2018/4/30 8:34,2018/4/30 6:01,--,--,--,科技频道-精品池
138,4.30.,传承和新生 区块链会让世界更加精彩,http://view.inews.qq.com/a/20180430A05V0S00,,中关村在线,科技,中,3,中,2018/4/30 8:34,2018/4/30 5:41,--,--,--,科技频道-精品池
139,4.30.,双摄和三摄差多少？华为P20和Pro拍照差异揭秘,http://view.inews.qq.com/a/20180430A05UNP00,,中关村在线,数码,高,3,中,2018/4/30 8:34,2018/4/30 5:41,--,--,--,科技频道-精品池
140,4.30.,电商拼购凭什么能打动广场舞大妈姐妹群？,http://view.inews.qq.com/a/20180430A09CDI00,,南方都市报,科技,中,3,中,2018/4/30 8:33,2018/4/30 8:02,--,--,--,科技频道-精品池
141,4.30.,澳大利亚证券监管机构：海外ICO的安全性堪忧,http://view.inews.qq.com/a/20180430A08RBO00,,巴比特资讯,财经,中,3,中,2018/4/30 8:21,2018/4/30 7:36,--,--,--,科技频道-精品池
142,4.30.,英国电视名人起诉FB未阻止加密货币虚假广告使用其形象姓名,http://view.inews.qq.com/a/20180430A02ERV00,,Bianews,科技,中,3,中,2018/4/30 8:19,2018/4/30 0:46,--,--,--,科技频道-精品池
143,4.30.,港交所今日接受同股不同权公司上市申请 谁将“吃第一口”？,http://view.inews.qq.com/a/TEC2018043000485800,,中新经纬,财经,高,3,中,2018/4/30 8:17,2018/4/30 8:16,--,--,--,科技频道-精品池
144,4.30.,贾跃亭造车一年回顾：FF91回国前景未知,http://view.inews.qq.com/a/20180430A07LEX00,,数码巴哥菌,科技,中,3,中,2018/4/30 7:32,2018/4/30 7:02,--,--,--,"数码频道-精品池,科技频道-精品池,Top频道-精品池"
145,4.30.,丛林文化黄诗骋：“目前电音的发展远没有到收割的阶段”,http://view.inews.qq.com/a/20180430A0112K00,,三声,其他,中,3,中,2018/4/30 6:57,2018/4/30 0:11,--,--,--,"电影频道-流量池,科技频道-精品池"
146,4.30.,蓝色起源新谢泼德火箭发射全程 看火箭悬空骤停缓降回收,http://view.inews.qq.com/a/20180430V0456M00,,,其他,高,3,中,2018/4/30 5:57,2018/4/30 3:05,--,--,--,"科技频道-精品池,Top频道-精品池,Top视频-精品池"
147,4.30.,DS 7北京车展首秀，汽车科技和工艺品是这样结合的,http://view.inews.qq.com/a/20180429A1HLFF00,,钛媒体APP,汽车,中,3,中,2018/4/30 7:52,2018/4/29 23:32,--,--,--,科技频道-精品池
148,4.30.,艾诚专访姬连强：下一个十年，文化产业怎么投？,http://view.inews.qq.com/a/20180429A1F5MP00,,艾问iAsk,财经,高,3,中,2018/4/30 7:52,2018/4/29 23:09,--,--,--,科技频道-精品池
149,4.30.,老外把iPhoneX换成荣耀7X：除了屏幕和拍照差点没啥区别,http://view.inews.qq.com/a/20180430A04TDN00,,数码巴哥菌,数码,中,3,中,2018/4/30 7:32,2018/4/30 6:50,--,--,--,"数码频道-精品池,科技频道-精品池"
150,4.30.,世界首富贝索斯的蓝色起源火箭与马斯克的有何不同？,http://view.inews.qq.com/a/20180430A05VCH00,,数码巴哥菌,科学,高,3,中,2018/4/30 7:30,2018/4/30 6:50,--,--,--,"科技频道-精品池,数码频道-精品池,Top频道-精品池"
151,4.30.,贝索斯太空旅行火箭成功发射并回收 人类太空旅行即将成真,http://view.inews.qq.com/a/TEC2018043000044400,,腾讯科技,科学,高,3,中,2018/4/30 2:01,2018/4/30 1:44,--,--,--,"科技频道-精品池,Top频道-精品池,国际频道-精品池"
152,4.30.,贝索斯旗下蓝色起源公司成功发射火箭 系2018年首次发射,http://view.inews.qq.com/a/TEC2018043000302600,,腾讯科技,科学,高,3,中,2018/4/30 7:29,2018/4/30 7:23,--,--,--,"科技频道-精品池,Top频道-精品池"
153,4.30.,盖茨道出大学期间最想做的事：应当让自己更善于社交,http://view.inews.qq.com/a/TEC2018043000297200,,腾讯科技,科技,高,3,中,2018/4/30 7:29,2018/4/30 7:21,--,--,--,"科技频道-精品池,Top频道-精品池"
154,4.30.,滴滴被打乘客再度发声：滴滴向其泼脏水，将用素材还原真相,http://view.inews.qq.com/a/TEC2018043000231100,,腾讯科技,科技,高,3,中,2018/4/30 6:59,2018/4/30 6:56,--,--,--,"科技频道-精品池,Top频道-精品池"
155,5.1,华为再亮杀手锏 除麒麟处理器外还有麒麟系统正在研发,http://view.inews.qq.com/a/20180501A01SND00,,接近真理,数码,中,3,中,2018/5/1 7:22,2018/5/1 7:05,--,--,--,科技频道-精品池
156,5.1,程序员辞职卖卷饼 自称4天就能挣以前一个月工资,http://view.inews.qq.com/a/20180501V0GCOU00,,,其他,中,3,中,2018/5/1 10:47,2018/5/1 10:46,--,--,--,"上海地方站-精品池,趣闻频道-精品池,漳州地方站-精品池,河北分站-精品池,重庆地方站-精品池,秦皇岛地方站-精品池,张家口地方站-精品池,石家庄地方站-精品池,科技频道-精品池,成都地方站（城市）-精品池,福州地方站-精品池"
157,5.1,实拍40台无人机撒农药作业  比人工防治效率提高近30倍,http://view.inews.qq.com/a/20180430V1FO2B00,,,其他,中,3,中,2018/5/1 7:18,2018/4/30 23:54,--,--,--,"Top视频-精品池,青岛地方站-精品池,精品排播-精品池,济南地方站-精品池,济宁地方站-精品池,科技频道-精品池"
158,5.1,这个五一，电信运营商员工看到涨薪的希望,http://view.inews.qq.com/a/20180501A0O7DM00,,IT时报,科技,高,3,中,2018/5/1 14:26,2018/5/1 13:52,--,--,--,"科技频道-精品池,Top频道-精品池,职场频道-精品池"
159,5.1,小猪佩奇的“社会人”之路,http://view.inews.qq.com/a/20180501A0G9E000,,澎湃新闻,动漫,中,3,中,2018/5/1 10:57,2018/5/1 10:43,--,--,--,"文化频道-精品池,科技频道-精品池,传媒频道-精品池"
160,5.1,迪士尼要在Twitter上做直播，继续扩展互联网渠道,http://view.inews.qq.com/a/20180501A11UFD00,,36氪,科技,中,3,中,2018/5/1 20:16,2018/5/1 19:06,--,--,--,"股票频道-精品池,科技频道-精品池,传媒频道-精品池"
161,5.1,Uber陷惊天丑闻：全美至少103名司机涉嫌性侵或性虐乘客,http://view.inews.qq.com/a/20180501A170C600,,猎云网,社会,高,3,中,2018/5/1 20:48,2018/5/1 20:31,--,--,--,科技频道-精品池
162,5.1,高盛：苹果面临关于iPhone未来的重大战略决策,http://view.inews.qq.com/a/TEC2018050101886600,,腾讯科技,数码,高,3,中,2018/5/1 23:54,2018/5/1 23:54,--,--,--,"科技频道-精品池,Top频道-精品池"
163,5.1,世界上最傻的事，就是一边渴望成为飞猪，一边对风口熟视无睹,http://view.inews.qq.com/a/20180501G0K3QP00,1,格总在人间,职场,中,3,中,2018/5/1 16:32,2018/5/1 11:59,--,--,--,"职场频道-精品池,科技频道-精品池"
164,5.1,澳大利亚加大对ICO审查力度 打击误导性或欺诈性行为,http://view.inews.qq.com/a/TEC2018050101861700,,腾讯科技,财经,高,3,中,2018/5/1 23:15,2018/5/1 23:15,--,--,--,"科技频道-精品池,Top频道-精品池"
165,5.1,贝索斯：为什么我们要选择更难的事情去做？,http://view.inews.qq.com/a/20180501A0YQMB00,,投资人说,科技,高,3,中,2018/5/1 22:55,2018/5/1 18:07,--,--,--,"科技频道-精品池,Top频道-精品池"
166,5.1,滴滴没有护城河,http://view.inews.qq.com/a/20180501A157J500,1,创业邦,科技,高,3,中,2018/5/1 22:59,2018/5/1 20:08,--,--,--,"科技频道-精品池,Top频道-精品池"
167,5.1,苹果财报或十分难看，iPhone X需求疲软为何坚持不降价？,http://view.inews.qq.com/a/20180501A190CK00,1,磐石之心,数码,高,4,中,2018/5/1 21:09,2018/5/1 21:06,--,--,--,"科技频道-精品池,数码频道-精品池"
168,5.1,日本数币交易准入淘汰加速，中国公司或现入局机会,http://view.inews.qq.com/a/20180501A1ADE900,,钛媒体APP,财经,中,3,中,2018/5/1 21:30,2018/5/1 21:26,--,--,--,"财经频道-精品池,股票频道-精品池,科技频道-精品池"
169,5.1,加拿大要把AI带上飞机，他们都准备干什么？,http://view.inews.qq.com/a/20180501A1BA0M00,,脑极体,科技,中,3,中,2018/5/1 22:55,2018/5/1 21:44,--,--,--,科技频道-精品池
170,5.1,富士康代工Finney 为何有这么多“首款区块链”手机？,http://view.inews.qq.com/a/20180501A1DFZD00,,哈希财经,科技,中,3,中,2018/5/1 22:54,2018/5/1 22:28,--,--,--,科技频道-精品池
171,5.1,科技股参考 | 市场关注苹果财报 亚马逊拟新聘2000名员工,http://view.inews.qq.com/a/TEC2018050101794400,,腾讯科技,财经,高,3,中,2018/5/1 21:45,2018/5/1 21:44,--,--,--,"科技频道-精品池,Top频道-精品池"
172,5.1,华尔街分析师：高利润将推动苹果股价一年大涨30%,http://view.inews.qq.com/a/TEC2018050101786500,,腾讯科技,科技,高,3,中,2018/5/1 21:26,2018/5/1 21:26,--,--,--,"科技频道-精品池,Top频道-精品池"
173,5.1,后院起火 三星Galaxy S9在韩国本土销量创历史新低,http://view.inews.qq.com/a/TEC2018050101784700,,腾讯科技,数码,中,3,中,2018/5/1 21:24,2018/5/1 21:24,--,--,--,科技频道-精品池
174,5.1,法雷奥车展秀：从电气化到自动驾驶，你大爷已经不是那位老大爷,http://view.inews.qq.com/a/20180501A0X3K600,,爱范儿,汽车,中,3,中,2018/5/1 17:45,2018/5/1 17:35,--,--,--,"数码频道-精品池,科技频道-精品池"
175,5.1,威马沈晖：EX5价格低是因为成本控制好，目标是卖出10万台,http://view.inews.qq.com/a/20180501A1812A00,,36氪,汽车,中,3,中,2018/5/1 20:47,2018/5/1 20:46,--,--,--,"科技频道-精品池,Top频道-精品池"
176,5.1,三星面板可折叠智能机将于明年开卖 平板电脑或迎来终结？,http://view.inews.qq.com/a/20180501A0WNZK00,,科学的fan,数码,中,3,中,2018/5/1 17:42,2018/5/1 17:26,--,--,--,"数码频道-精品池,科技频道-精品池"
177,5.1,英特尔10nm制程量产之痛，目标有些“激进”,http://view.inews.qq.com/a/20180501A0XVGC00,,雷锋网,数码,中,3,中,2018/5/1 20:45,2018/5/1 17:50,--,--,--,科技频道-精品池
178,5.1,这家诉苹果垄断的公司，不甘专利被废，意图反击苹果,http://view.inews.qq.com/a/20180501A0V8T700,,李俊慧,数码,高,3,中,2018/5/1 17:05,2018/5/1 17:00,--,--,--,"数码频道-精品池,科技频道-精品池,Top频道-精品池"
179,5.1,强奸谋杀案恶魔藏匿40年后落网，在线DNA数据库立功,http://view.inews.qq.com/a/20180501A14MXE00,,DeepTech深科技,科学,中,3,中,2018/5/1 20:00,2018/5/1 19:59,--,--,--,"科技频道-精品池,科普频道-精品池"
180,5.1,因用户数据隐私理念不合，WhatsApp创始人从脸书离职,http://view.inews.qq.com/a/20180501A0ZGV100,,猎云网,科技,中,3,中,2018/5/1 18:20,2018/5/1 18:16,--,--,--,"财经频道-精品池,Top频道-精品池,科技频道-精品池"
181,5.1,OPPO在印度推出子品牌Realme 和小米开展“全面战争”,http://view.inews.qq.com/a/20180501A12KDF00,,界面,数码,中,3,中,2018/5/1 20:00,2018/5/1 19:14,--,--,--,科技频道-精品池
182,5.1,可塞入钱包造型迷你 这是史上最小的Switch手柄,http://view.inews.qq.com/a/20180501A0CHSK00,,中关村在线,游戏,中,3,中,2018/5/1 15:27,2018/5/1 9:20,--,--,--,"科技频道-精品池,数码频道-精品池"
